Gene stable ID,Human gene stable ID,Human gene name
ENSMUSG00000073658,ENSG00000182187,CRYGB
ENSMUSG00000025952,ENSG00000163254,CRYGC
ENSMUSG00000038135,ENSG00000127377,CRYGN
ENSMUSG00000033501,ENSG00000213139,CRYGS
ENSMUSG00000021947,ENSG00000165475,CRYL1
ENSMUSG00000030905,ENSG00000103316,CRYM
ENSMUSG00000028199,ENSG00000116791,CRYZ
ENSMUSG00000058240,ENSG00000205758,CRYZL1
ENSMUSG00000046934,ENSG00000062485,CS
ENSMUSG00000005683,ENSG00000062485,CS
ENSMUSG00000023044,ENSG00000139631,CSAD
ENSMUSG00000042109,ENSG00000172346,CSDC2
ENSMUSG00000068823,ENSG00000009307,CSDE1
ENSMUSG00000002718,ENSG00000124207,CSE1L
ENSMUSG00000014599,ENSG00000184371,CSF1
ENSMUSG00000024621,ENSG00000182578,CSF1R
ENSMUSG00000018916,ENSG00000164400,CSF2
ENSMUSG00000059326,ENSG00000198223,CSF2RA
ENSMUSG00000071714,ENSG00000100368,CSF2RB
ENSMUSG00000071713,ENSG00000100368,CSF2RB
ENSMUSG00000038067,ENSG00000108342,CSF3
ENSMUSG00000028859,ENSG00000119535,CSF3R
ENSMUSG00000036356,ENSG00000147408,CSGALNACT1
ENSMUSG00000042042,ENSG00000169826,CSGALNACT2
ENSMUSG00000020713,ENSG00000136488,CSH1
ENSMUSG00000020713,ENSG00000213218,CSH2
ENSMUSG00000020713,ENSG00000204414,CSHL1
ENSMUSG00000032312,ENSG00000103653,CSK
ENSMUSG00000060924,ENSG00000183117,CSMD1
ENSMUSG00000028804,ENSG00000121904,CSMD2
ENSMUSG00000022311,ENSG00000164796,CSMD3
ENSMUSG00000070702,ENSG00000126545,CSN1S1
ENSMUSG00000063157,ENSG00000135222,CSN2
ENSMUSG00000001622,ENSG00000171209,CSN3
ENSMUSG00000024576,ENSG00000113712,CSNK1A1
ENSMUSG00000025162,ENSG00000141551,CSNK1D
ENSMUSG00000022433,ENSG00000213923,CSNK1E
ENSMUSG00000032384,ENSG00000169118,CSNK1G1
ENSMUSG00000003345,ENSG00000133275,CSNK1G2
ENSMUSG00000073563,ENSG00000151292,CSNK1G3
ENSMUSG00000074698,ENSG00000101266,CSNK2A1
ENSMUSG00000046707,ENSG00000070770,CSNK2A2
ENSMUSG00000074698,ENSG00000254598,CSNK2A3
ENSMUSG00000024387,ENSG00000204435,CSNK2B
ENSMUSG00000068167,ENSG00000283434,CSNKA2IP
ENSMUSG00000032911,ENSG00000173546,CSPG4
ENSMUSG00000032482,ENSG00000114646,CSPG5
ENSMUSG00000056763,ENSG00000104218,CSPP1
ENSMUSG00000032515,ENSG00000144655,CSRNP1
ENSMUSG00000044636,ENSG00000110925,CSRNP2
ENSMUSG00000044647,ENSG00000178662,CSRNP3
ENSMUSG00000026421,ENSG00000159176,CSRP1
ENSMUSG00000020186,ENSG00000175183,CSRP2
ENSMUSG00000030470,ENSG00000129170,CSRP3
ENSMUSG00000036958,ENSG00000125831,CST11
ENSMUSG00000033156,ENSG00000101439,CST3
ENSMUSG00000027447,ENSG00000101439,CST3
ENSMUSG00000024846,ENSG00000175315,CST6
ENSMUSG00000068129,ENSG00000077984,CST7
ENSMUSG00000027442,ENSG00000125815,CST8
ENSMUSG00000027445,ENSG00000101435,CST9L
ENSMUSG00000027446,ENSG00000101435,CST9L
ENSMUSG00000034362,ENSG00000121552,CSTA
ENSMUSG00000059657,ENSG00000121552,CSTA
ENSMUSG00000079597,ENSG00000121552,CSTA
ENSMUSG00000094733,ENSG00000121552,CSTA
ENSMUSG00000095620,ENSG00000121552,CSTA
ENSMUSG00000071562,ENSG00000121552,CSTA
ENSMUSG00000079594,ENSG00000121552,CSTA
ENSMUSG00000071561,ENSG00000121552,CSTA
ENSMUSG00000022902,ENSG00000121552,CSTA
ENSMUSG00000054905,ENSG00000121552,CSTA
ENSMUSG00000005054,ENSG00000160213,CSTB
ENSMUSG00000027498,ENSG00000101138,CSTF1
ENSMUSG00000031256,ENSG00000101811,CSTF2
ENSMUSG00000053536,ENSG00000177613,CSTF2T
ENSMUSG00000027176,ENSG00000176102,CSTF3
ENSMUSG00000055177,ENSG00000125823,CSTL1
ENSMUSG00000040591,ENSG00000149179,CSTPP1
ENSMUSG00000064016,ENSG00000268940,CT45A1
ENSMUSG00000064016,ENSG00000269586,CT45A10
ENSMUSG00000064016,ENSG00000271449,CT45A2
ENSMUSG00000064016,ENSG00000269096,CT45A3
ENSMUSG00000064016,ENSG00000228836,CT45A5
ENSMUSG00000064016,ENSG00000278289,CT45A6
ENSMUSG00000064016,ENSG00000273696,CT45A7
ENSMUSG00000064016,ENSG00000278085,CT45A8
ENSMUSG00000064016,ENSG00000270946,CT45A9
ENSMUSG00000079536,ENSG00000268651,CTAG1A
ENSMUSG00000079532,ENSG00000268651,CTAG1A
ENSMUSG00000031181,ENSG00000268651,CTAG1A
ENSMUSG00000079536,ENSG00000184033,CTAG1B
ENSMUSG00000079532,ENSG00000184033,CTAG1B
ENSMUSG00000031181,ENSG00000184033,CTAG1B
ENSMUSG00000079536,ENSG00000126890,CTAG2
ENSMUSG00000079532,ENSG00000126890,CTAG2
ENSMUSG00000031181,ENSG00000126890,CTAG2
ENSMUSG00000021000,ENSG00000212710,CTAGE1
ENSMUSG00000021000,ENSG00000271079,CTAGE15
ENSMUSG00000021000,ENSG00000288784,CTAGE4
ENSMUSG00000021000,ENSG00000271321,CTAGE6
ENSMUSG00000021000,ENSG00000289604,CTAGE8
ENSMUSG00000021000,ENSG00000236761,CTAGE9
ENSMUSG00000037373,ENSG00000159692,CTBP1
ENSMUSG00000030970,ENSG00000175029,CTBP2
ENSMUSG00000028189,ENSG00000117151,CTBS
ENSMUSG00000020898,ENSG00000178971,CTC1
ENSMUSG00000005698,ENSG00000102974,CTCF
ENSMUSG00000070495,ENSG00000124092,CTCFL
ENSMUSG00000018559,ENSG00000175826,CTDNEP1
ENSMUSG00000033323,ENSG00000060069,CTDP1
ENSMUSG00000026176,ENSG00000144579,CTDSP1
ENSMUSG00000078429,ENSG00000175215,CTDSP2
ENSMUSG00000047409,ENSG00000144677,CTDSPL
ENSMUSG00000033411,ENSG00000137770,CTDSPL2
ENSMUSG00000042340,ENSG00000150281,CTF1
ENSMUSG00000028179,ENSG00000116761,CTH
ENSMUSG00000054196,ENSG00000164932,CTHRC1
ENSMUSG00000052928,ENSG00000134030,CTIF
ENSMUSG00000026011,ENSG00000163599,CTLA4
ENSMUSG00000037815,ENSG00000044115,CTNNA1
ENSMUSG00000063063,ENSG00000066032,CTNNA2
ENSMUSG00000060843,ENSG00000183230,CTNNA3
ENSMUSG00000038816,ENSG00000119326,CTNNAL1
ENSMUSG00000006932,ENSG00000168036,CTNNB1
ENSMUSG00000028988,ENSG00000178585,CTNNBIP1
ENSMUSG00000027649,ENSG00000132792,CTNNBL1
ENSMUSG00000034101,ENSG00000198561,CTNND1
ENSMUSG00000022240,ENSG00000169862,CTNND2
ENSMUSG00000005949,ENSG00000040531,CTNS
ENSMUSG00000028633,ENSG00000171793,CTPS1
ENSMUSG00000031360,ENSG00000047230,CTPS2
ENSMUSG00000005609,ENSG00000198730,CTR9
ENSMUSG00000031957,ENSG00000168925,CTRB1
ENSMUSG00000031957,ENSG00000168928,CTRB2
ENSMUSG00000031896,ENSG00000141086,CTRL
ENSMUSG00000017760,ENSG00000064601,CTSA
ENSMUSG00000021939,ENSG00000164733,CTSB
ENSMUSG00000030560,ENSG00000109861,CTSC
ENSMUSG00000007891,ENSG00000117984,CTSD
ENSMUSG00000004552,ENSG00000196188,CTSE
ENSMUSG00000083282,ENSG00000174080,CTSF
ENSMUSG00000040314,ENSG00000100448,CTSG
ENSMUSG00000032359,ENSG00000103811,CTSH
ENSMUSG00000028111,ENSG00000143387,CTSK
ENSMUSG00000028015,ENSG00000256043,CTSO
ENSMUSG00000038642,ENSG00000163131,CTSS
ENSMUSG00000024910,ENSG00000172543,CTSW
ENSMUSG00000016256,ENSG00000101160,CTSZ
ENSMUSG00000031078,ENSG00000085733,CTTN
ENSMUSG00000000416,ENSG00000077063,CTTNBP2
ENSMUSG00000062127,ENSG00000143079,CTTNBP2NL
ENSMUSG00000038888,ENSG00000142544,CTU1
ENSMUSG00000049482,ENSG00000174177,CTU2
ENSMUSG00000048644,ENSG00000178531,CTXN1
ENSMUSG00000074872,ENSG00000233932,CTXN2
ENSMUSG00000069372,ENSG00000205279,CTXN3
ENSMUSG00000097789,ENSG00000259417,CTXND1
ENSMUSG00000105734,ENSG00000283324,CTXND2
ENSMUSG00000026726,ENSG00000107611,CUBN
ENSMUSG00000018378,ENSG00000180891,CUEDC1
ENSMUSG00000036748,ENSG00000107874,CUEDC2
ENSMUSG00000029686,ENSG00000055130,CUL1
ENSMUSG00000024231,ENSG00000108094,CUL2
ENSMUSG00000004364,ENSG00000036257,CUL3
ENSMUSG00000031446,ENSG00000139842,CUL4A
ENSMUSG00000031095,ENSG00000158290,CUL4B
ENSMUSG00000032030,ENSG00000166266,CUL5
ENSMUSG00000038545,ENSG00000044090,CUL7
ENSMUSG00000040327,ENSG00000112659,CUL9
ENSMUSG00000024194,ENSG00000112514,CUTA
ENSMUSG00000025193,ENSG00000119929,CUTC
ENSMUSG00000029705,ENSG00000257923,CUX1
ENSMUSG00000042589,ENSG00000111249,CUX2
ENSMUSG00000040205,ENSG00000138161,CUZD1
ENSMUSG00000004096,ENSG00000150316,CWC15
ENSMUSG00000094125,ENSG00000163510,CWC22
ENSMUSG00000094336,ENSG00000163510,CWC22
ENSMUSG00000096729,ENSG00000163510,CWC22
ENSMUSG00000096484,ENSG00000163510,CWC22
ENSMUSG00000096337,ENSG00000163510,CWC22
ENSMUSG00000095824,ENSG00000163510,CWC22
ENSMUSG00000079247,ENSG00000163510,CWC22
ENSMUSG00000027014,ENSG00000163510,CWC22
ENSMUSG00000018541,ENSG00000273559,CWC25
ENSMUSG00000021715,ENSG00000153015,CWC27
ENSMUSG00000025200,ENSG00000095485,CWF19L1
ENSMUSG00000025898,ENSG00000152404,CWF19L2
ENSMUSG00000029154,ENSG00000109182,CWH43
ENSMUSG00000031778,ENSG00000006210,CX3CL1
ENSMUSG00000052336,ENSG00000168329,CX3CR1
ENSMUSG00000044860,ENSG00000154639,CXADR
ENSMUSG00000034855,ENSG00000169245,CXCL10
ENSMUSG00000061353,ENSG00000107562,CXCL12
ENSMUSG00000023078,ENSG00000156234,CXCL13
ENSMUSG00000021508,ENSG00000145824,CXCL14
ENSMUSG00000018920,ENSG00000161921,CXCL16
ENSMUSG00000060188,ENSG00000189377,CXCL17
ENSMUSG00000029379,ENSG00000163734,CXCL3
ENSMUSG00000029380,ENSG00000163734,CXCL3
ENSMUSG00000058427,ENSG00000163734,CXCL3
ENSMUSG00000029371,ENSG00000124875,CXCL6
ENSMUSG00000029417,ENSG00000138755,CXCL9
ENSMUSG00000026180,ENSG00000180871,CXCR2
ENSMUSG00000048480,ENSG00000180871,CXCR2
ENSMUSG00000050232,ENSG00000186810,CXCR3
ENSMUSG00000045382,ENSG00000121966,CXCR4
ENSMUSG00000047880,ENSG00000160683,CXCR5
ENSMUSG00000048521,ENSG00000172215,CXCR6
ENSMUSG00000044148,ENSG00000185753,CXorf38
ENSMUSG00000071749,ENSG00000215115,CXorf49
ENSMUSG00000045010,ENSG00000215115,CXorf49
ENSMUSG00000046774,ENSG00000215115,CXorf49
ENSMUSG00000118638,ENSG00000215115,CXorf49
ENSMUSG00000071749,ENSG00000215113,CXorf49B
ENSMUSG00000045010,ENSG00000215113,CXorf49B
ENSMUSG00000046774,ENSG00000215113,CXorf49B
ENSMUSG00000118638,ENSG00000215113,CXorf49B
ENSMUSG00000118554,ENSG00000165182,CXorf58
ENSMUSG00000090141,ENSG00000204165,CXorf65
ENSMUSG00000079583,ENSG00000203933,CXorf66
ENSMUSG00000024560,ENSG00000154832,CXXC1
ENSMUSG00000044365,ENSG00000168772,CXXC4
ENSMUSG00000046668,ENSG00000171604,CXXC5
ENSMUSG00000019590,ENSG00000008283,CYB561
ENSMUSG00000034445,ENSG00000162144,CYB561A3
ENSMUSG00000048796,ENSG00000174151,CYB561D1
ENSMUSG00000037190,ENSG00000114395,CYB561D2
ENSMUSG00000024646,ENSG00000166347,CYB5A
ENSMUSG00000031924,ENSG00000103018,CYB5B
ENSMUSG00000044795,ENSG00000182224,CYB5D1
ENSMUSG00000057778,ENSG00000167740,CYB5D2
ENSMUSG00000026456,ENSG00000159348,CYB5R1
ENSMUSG00000048065,ENSG00000166394,CYB5R2
ENSMUSG00000018042,ENSG00000100243,CYB5R3
ENSMUSG00000032872,ENSG00000065615,CYB5R4
ENSMUSG00000028621,ENSG00000215883,CYB5RL
ENSMUSG00000006519,ENSG00000051523,CYBA
ENSMUSG00000015340,ENSG00000165168,CYBB
ENSMUSG00000039294,ENSG00000178927,CYBC1
ENSMUSG00000027015,ENSG00000071967,CYBRD1
ENSMUSG00000022551,ENSG00000179091,CYC1
ENSMUSG00000058927,ENSG00000172115,CYCS
ENSMUSG00000063694,ENSG00000172115,CYCS
ENSMUSG00000030447,ENSG00000273749,CYFIP1
ENSMUSG00000020340,ENSG00000055163,CYFIP2
ENSMUSG00000020810,ENSG00000161544,CYGB
ENSMUSG00000073001,ENSG00000183035,CYLC1
ENSMUSG00000039555,ENSG00000155833,CYLC2
ENSMUSG00000036712,ENSG00000083799,CYLD
ENSMUSG00000032323,ENSG00000140459,CYP11A1
ENSMUSG00000003555,ENSG00000148795,CYP17A1
ENSMUSG00000032274,ENSG00000137869,CYP19A1
ENSMUSG00000032315,ENSG00000140465,CYP1A1
ENSMUSG00000032310,ENSG00000140505,CYP1A2
ENSMUSG00000024087,ENSG00000138061,CYP1B1
ENSMUSG00000049439,ENSG00000119004,CYP20A1
ENSMUSG00000024365,ENSG00000231852,CYP21A2
ENSMUSG00000038567,ENSG00000019186,CYP24A1
ENSMUSG00000024987,ENSG00000095596,CYP26A1
ENSMUSG00000063415,ENSG00000003137,CYP26B1
ENSMUSG00000062432,ENSG00000187553,CYP26C1
ENSMUSG00000026170,ENSG00000135929,CYP27A1
ENSMUSG00000006724,ENSG00000111012,CYP27B1
ENSMUSG00000074254,ENSG00000197838,CYP2A13
ENSMUSG00000005547,ENSG00000197838,CYP2A13
ENSMUSG00000091867,ENSG00000197838,CYP2A13
ENSMUSG00000060407,ENSG00000197838,CYP2A13
ENSMUSG00000074254,ENSG00000255974,CYP2A6
ENSMUSG00000005547,ENSG00000255974,CYP2A6
ENSMUSG00000091867,ENSG00000255974,CYP2A6
ENSMUSG00000060407,ENSG00000255974,CYP2A6
ENSMUSG00000074254,ENSG00000198077,CYP2A7
ENSMUSG00000005547,ENSG00000198077,CYP2A7
ENSMUSG00000091867,ENSG00000198077,CYP2A7
ENSMUSG00000060407,ENSG00000198077,CYP2A7
ENSMUSG00000025002,ENSG00000108242,CYP2C18
ENSMUSG00000061740,ENSG00000100197,CYP2D6
ENSMUSG00000068085,ENSG00000100197,CYP2D6
ENSMUSG00000094806,ENSG00000100197,CYP2D6
ENSMUSG00000068086,ENSG00000100197,CYP2D6
ENSMUSG00000096852,ENSG00000100197,CYP2D6
ENSMUSG00000094559,ENSG00000100197,CYP2D6
ENSMUSG00000118516,ENSG00000100197,CYP2D6
ENSMUSG00000068083,ENSG00000100197,CYP2D6
ENSMUSG00000022445,ENSG00000100197,CYP2D6
ENSMUSG00000025479,ENSG00000130649,CYP2E1
ENSMUSG00000052974,ENSG00000197446,CYP2F1
ENSMUSG00000028571,ENSG00000134716,CYP2J2
ENSMUSG00000015224,ENSG00000134716,CYP2J2
ENSMUSG00000030670,ENSG00000186104,CYP2R1
ENSMUSG00000040703,ENSG00000167600,CYP2S1
ENSMUSG00000027983,ENSG00000155016,CYP2U1
ENSMUSG00000029541,ENSG00000073067,CYP2W1
ENSMUSG00000023963,ENSG00000146233,CYP39A1
ENSMUSG00000070419,ENSG00000160868,CYP3A4
ENSMUSG00000038656,ENSG00000160868,CYP3A4
ENSMUSG00000075552,ENSG00000160868,CYP3A4
ENSMUSG00000075551,ENSG00000160868,CYP3A4
ENSMUSG00000054417,ENSG00000160868,CYP3A4
ENSMUSG00000056035,ENSG00000160868,CYP3A4
ENSMUSG00000029630,ENSG00000160868,CYP3A4
ENSMUSG00000061292,ENSG00000160868,CYP3A4
ENSMUSG00000029727,ENSG00000160868,CYP3A4
ENSMUSG00000070419,ENSG00000021461,CYP3A43
ENSMUSG00000038656,ENSG00000021461,CYP3A43
ENSMUSG00000075552,ENSG00000021461,CYP3A43
ENSMUSG00000075551,ENSG00000021461,CYP3A43
ENSMUSG00000054417,ENSG00000021461,CYP3A43
ENSMUSG00000056035,ENSG00000021461,CYP3A43
ENSMUSG00000029630,ENSG00000021461,CYP3A43
ENSMUSG00000061292,ENSG00000021461,CYP3A43
ENSMUSG00000029727,ENSG00000021461,CYP3A43
ENSMUSG00000070419,ENSG00000106258,CYP3A5
ENSMUSG00000038656,ENSG00000106258,CYP3A5
ENSMUSG00000075552,ENSG00000106258,CYP3A5
ENSMUSG00000075551,ENSG00000106258,CYP3A5
ENSMUSG00000054417,ENSG00000106258,CYP3A5
ENSMUSG00000056035,ENSG00000106258,CYP3A5
ENSMUSG00000029630,ENSG00000106258,CYP3A5
ENSMUSG00000061292,ENSG00000106258,CYP3A5
ENSMUSG00000029727,ENSG00000106258,CYP3A5
ENSMUSG00000070419,ENSG00000160870,CYP3A7
ENSMUSG00000038656,ENSG00000160870,CYP3A7
ENSMUSG00000075552,ENSG00000160870,CYP3A7
ENSMUSG00000075551,ENSG00000160870,CYP3A7
ENSMUSG00000054417,ENSG00000160870,CYP3A7
ENSMUSG00000056035,ENSG00000160870,CYP3A7
ENSMUSG00000029630,ENSG00000160870,CYP3A7
ENSMUSG00000061292,ENSG00000160870,CYP3A7
ENSMUSG00000029727,ENSG00000160870,CYP3A7
ENSMUSG00000021259,ENSG00000036530,CYP46A1
ENSMUSG00000084346,ENSG00000187048,CYP4A11
ENSMUSG00000066072,ENSG00000187048,CYP4A11
ENSMUSG00000028712,ENSG00000187048,CYP4A11
ENSMUSG00000063929,ENSG00000187048,CYP4A11
ENSMUSG00000084346,ENSG00000162365,CYP4A22
ENSMUSG00000066072,ENSG00000162365,CYP4A22
ENSMUSG00000028712,ENSG00000162365,CYP4A22
ENSMUSG00000063929,ENSG00000162365,CYP4A22
ENSMUSG00000028713,ENSG00000142973,CYP4B1
ENSMUSG00000084346,ENSG00000171903,CYP4F11
ENSMUSG00000066072,ENSG00000171903,CYP4F11
ENSMUSG00000028712,ENSG00000171903,CYP4F11
ENSMUSG00000063929,ENSG00000171903,CYP4F11
ENSMUSG00000084346,ENSG00000186204,CYP4F12
ENSMUSG00000066072,ENSG00000186204,CYP4F12
ENSMUSG00000028712,ENSG00000186204,CYP4F12
ENSMUSG00000063929,ENSG00000186204,CYP4F12
ENSMUSG00000090700,ENSG00000186115,CYP4F2
ENSMUSG00000073424,ENSG00000186115,CYP4F2
ENSMUSG00000024292,ENSG00000186115,CYP4F2
ENSMUSG00000061126,ENSG00000171954,CYP4F22
ENSMUSG00000003484,ENSG00000186529,CYP4F3
ENSMUSG00000091586,ENSG00000186526,CYP4F8
ENSMUSG00000048440,ENSG00000186526,CYP4F8
ENSMUSG00000062464,ENSG00000186526,CYP4F8
ENSMUSG00000024055,ENSG00000186526,CYP4F8
ENSMUSG00000079057,ENSG00000145476,CYP4V2
ENSMUSG00000047155,ENSG00000186377,CYP4X1
ENSMUSG00000001467,ENSG00000001630,CYP51A1
ENSMUSG00000028240,ENSG00000167910,CYP7A1
ENSMUSG00000039519,ENSG00000172817,CYP7B1
ENSMUSG00000050445,ENSG00000180432,CYP8B1
ENSMUSG00000046806,ENSG00000122783,CYREN
ENSMUSG00000020589,ENSG00000197872,CYRIA
ENSMUSG00000022378,ENSG00000153310,CYRIB
ENSMUSG00000062563,ENSG00000205795,CYS1
ENSMUSG00000052821,ENSG00000173198,CYSLTR1
ENSMUSG00000036731,ENSG00000197191,CYSRT1
ENSMUSG00000046727,ENSG00000120306,CYSTM1
ENSMUSG00000017132,ENSG00000108669,CYTH1
ENSMUSG00000003269,ENSG00000105443,CYTH2
ENSMUSG00000018001,ENSG00000008256,CYTH3
ENSMUSG00000018008,ENSG00000100055,CYTH4
ENSMUSG00000026832,ENSG00000115165,CYTIP
ENSMUSG00000062329,ENSG00000170891,CYTL1
ENSMUSG00000041134,ENSG00000166265,CYYR1
ENSMUSG00000028608,ENSG00000162384,CZIB
ENSMUSG00000073609,ENSG00000180902,D2HGDH
ENSMUSG00000034574,ENSG00000100592,DAAM1
ENSMUSG00000040260,ENSG00000146122,DAAM2
ENSMUSG00000028519,ENSG00000173406,DAB1
ENSMUSG00000022150,ENSG00000153071,DAB2
ENSMUSG00000026883,ENSG00000136848,DAB2IP
ENSMUSG00000055639,ENSG00000276644,DACH1
ENSMUSG00000025592,ENSG00000126733,DACH2
ENSMUSG00000044548,ENSG00000165617,DACT1
ENSMUSG00000048826,ENSG00000164488,DACT2
ENSMUSG00000078794,ENSG00000197380,DACT3
ENSMUSG00000022174,ENSG00000129562,DAD1
ENSMUSG00000039952,ENSG00000173402,DAG1
ENSMUSG00000035735,ENSG00000134780,DAGLA
ENSMUSG00000039206,ENSG00000164535,DAGLB
ENSMUSG00000019039,ENSG00000178149,DALRD3
ENSMUSG00000053226,ENSG00000179284,DAND5
ENSMUSG00000042096,ENSG00000110887,DAO
ENSMUSG00000039168,ENSG00000112977,DAP
ENSMUSG00000068921,ENSG00000132676,DAP3
ENSMUSG00000021559,ENSG00000196730,DAPK1
ENSMUSG00000032380,ENSG00000035664,DAPK2
ENSMUSG00000034974,ENSG00000167657,DAPK3
ENSMUSG00000026989,ENSG00000163331,DAPL1
ENSMUSG00000028159,ENSG00000070190,DAPP1
ENSMUSG00000026356,ENSG00000115866,DARS1
ENSMUSG00000026709,ENSG00000117593,DARS2
ENSMUSG00000053161,ENSG00000123977,DAW1
ENSMUSG00000002307,ENSG00000204209,DAXX
ENSMUSG00000069565,ENSG00000071626,DAZAP1
ENSMUSG00000000346,ENSG00000183283,DAZAP2
ENSMUSG00000010592,ENSG00000092345,DAZL
ENSMUSG00000002297,ENSG00000006634,DBF4
ENSMUSG00000000889,ENSG00000123454,DBH
ENSMUSG00000026385,ENSG00000155368,DBI
ENSMUSG00000034675,ENSG00000113758,DBN1
ENSMUSG00000031970,ENSG00000003249,DBNDD1
ENSMUSG00000017734,ENSG00000244274,DBNDD2
ENSMUSG00000020476,ENSG00000136279,DBNL
ENSMUSG00000059824,ENSG00000105516,DBP
ENSMUSG00000032469,ENSG00000138231,DBR1
ENSMUSG00000000340,ENSG00000137992,DBT
ENSMUSG00000030507,ENSG00000109851,DBX1
ENSMUSG00000045608,ENSG00000185610,DBX2
ENSMUSG00000040325,ENSG00000145041,DCAF1
ENSMUSG00000035572,ENSG00000122741,DCAF10
ENSMUSG00000022214,ENSG00000100897,DCAF11
ENSMUSG00000028436,ENSG00000198876,DCAF12
ENSMUSG00000050926,ENSG00000198354,DCAF12L2
ENSMUSG00000045284,ENSG00000198354,DCAF12L2
ENSMUSG00000022300,ENSG00000164934,DCAF13
ENSMUSG00000037103,ENSG00000132017,DCAF15
ENSMUSG00000041966,ENSG00000115827,DCAF17
ENSMUSG00000021222,ENSG00000119599,DCAF4
ENSMUSG00000021222,ENSG00000176566,DCAF4L2
ENSMUSG00000049106,ENSG00000139990,DCAF5
ENSMUSG00000026571,ENSG00000143164,DCAF6
ENSMUSG00000049354,ENSG00000136485,DCAF7
ENSMUSG00000026554,ENSG00000132716,DCAF8
ENSMUSG00000035395,ENSG00000226372,DCAF8L1
ENSMUSG00000035395,ENSG00000189186,DCAF8L2
ENSMUSG00000020935,ENSG00000172992,DCAKD
ENSMUSG00000019891,ENSG00000164465,DCBLD1
ENSMUSG00000035107,ENSG00000057019,DCBLD2
ENSMUSG00000060534,ENSG00000187323,DCC
ENSMUSG00000035910,ENSG00000146038,DCDC2
ENSMUSG00000078552,ENSG00000222046,DCDC2B
ENSMUSG00000020633,ENSG00000214866,DCDC2C
ENSMUSG00000036862,ENSG00000166341,DCHS1
ENSMUSG00000102692,ENSG00000197410,DCHS2
ENSMUSG00000029366,ENSG00000156136,DCK
ENSMUSG00000027797,ENSG00000133083,DCLK1
ENSMUSG00000028078,ENSG00000170390,DCLK2
ENSMUSG00000032500,ENSG00000163673,DCLK3
ENSMUSG00000025077,ENSG00000198924,DCLRE1A
ENSMUSG00000027845,ENSG00000118655,DCLRE1B
ENSMUSG00000026648,ENSG00000152457,DCLRE1C
ENSMUSG00000019929,ENSG00000011465,DCN
ENSMUSG00000021962,ENSG00000272886,DCP1A
ENSMUSG00000041477,ENSG00000151065,DCP1B
ENSMUSG00000024472,ENSG00000172795,DCP2
ENSMUSG00000032040,ENSG00000110063,DCPS
ENSMUSG00000042672,ENSG00000163357,DCST1
ENSMUSG00000109293,ENSG00000163354,DCST2
ENSMUSG00000022303,ENSG00000164935,DCSTAMP
ENSMUSG00000022129,ENSG00000080166,DCT
ENSMUSG00000031562,ENSG00000129187,DCTD
ENSMUSG00000031865,ENSG00000204843,DCTN1
ENSMUSG00000025410,ENSG00000175203,DCTN2
ENSMUSG00000028447,ENSG00000137100,DCTN3
ENSMUSG00000024603,ENSG00000132912,DCTN4
ENSMUSG00000030868,ENSG00000166847,DCTN5
ENSMUSG00000031516,ENSG00000104671,DCTN6
ENSMUSG00000042462,ENSG00000179958,DCTPP1
ENSMUSG00000027708,ENSG00000043093,DCUN1D1
ENSMUSG00000113255,ENSG00000043093,DCUN1D1
ENSMUSG00000038506,ENSG00000150401,DCUN1D2
ENSMUSG00000048787,ENSG00000188215,DCUN1D3
ENSMUSG00000051674,ENSG00000109184,DCUN1D4
ENSMUSG00000032002,ENSG00000137692,DCUN1D5
ENSMUSG00000031285,ENSG00000077279,DCX
ENSMUSG00000039450,ENSG00000169738,DCXR
ENSMUSG00000074247,ENSG00000130311,DDA1
ENSMUSG00000028194,ENSG00000153904,DDAH1
ENSMUSG00000007039,ENSG00000213722,DDAH2
ENSMUSG00000024740,ENSG00000167986,DDB1
ENSMUSG00000002109,ENSG00000134574,DDB2
ENSMUSG00000020182,ENSG00000132437,DDC
ENSMUSG00000037697,ENSG00000100523,DDHD1
ENSMUSG00000061313,ENSG00000085788,DDHD2
ENSMUSG00000047619,ENSG00000170967,DDI1
ENSMUSG00000030641,ENSG00000165490,DDIAS
ENSMUSG00000025408,ENSG00000175197,DDIT3
ENSMUSG00000020108,ENSG00000168209,DDIT4
ENSMUSG00000046818,ENSG00000145358,DDIT4L
ENSMUSG00000059213,ENSG00000181418,DDN
ENSMUSG00000063428,ENSG00000203797,DDO
ENSMUSG00000028757,ENSG00000244038,DDOST
ENSMUSG00000003534,ENSG00000204580,DDR1
ENSMUSG00000026674,ENSG00000162733,DDR2
ENSMUSG00000068290,ENSG00000198171,DDRGK1
ENSMUSG00000001666,ENSG00000099977,DDT
ENSMUSG00000001666,ENSG00000099974,DDTL
ENSMUSG00000037149,ENSG00000079785,DDX1
ENSMUSG00000053289,ENSG00000178105,DDX10
ENSMUSG00000035842,ENSG00000013573,DDX11
ENSMUSG00000055065,ENSG00000100201,DDX17
ENSMUSG00000001674,ENSG00000088205,DDX18
ENSMUSG00000015023,ENSG00000168872,DDX19A
ENSMUSG00000033658,ENSG00000157349,DDX19B
ENSMUSG00000027905,ENSG00000064703,DDX20
ENSMUSG00000020075,ENSG00000165732,DDX21
ENSMUSG00000003360,ENSG00000174243,DDX23
ENSMUSG00000041645,ENSG00000089737,DDX24
ENSMUSG00000032101,ENSG00000109832,DDX25
