,genes,symbol,entrezgene,log_fold_change,p_val,pval_adj,total_num_of_ligands,path,geneNames,num_genesinpathway,num_genesinbigM,geneNamesDE,num_genesDE,hypergeometric
6,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY,"HGF,nan,GNGT2,nan,OSMR,GNG11,GNG10,GNG7,GNG5,GNG4,LAMA1,GNG3,GNB3,GNB2,nan,nan,PPARGC1A,RAB10,nan,NOS2,FOXO3,NOS3,ULK1,FOXO1,VWF,nan,HIF1A,IRS2,PDGFA,PDGFB,PDGFRA,nan,VTN,INSR,LPAR1,PIK3C2A,PIK3C2B,GHR,MDM2,FLT4,RPTOR,FLT1,PDGFRB,RHEB,ITGA6,ACACA,PIK3CG,PIK3R1,PIK3R2,KDR,ITGA2,PHLPP2,IKBKB,PIK3CA,PIK3CB,PDPK1,PIK3CD,CAB39L,PTEN,nan,nan,FN1,AKT1S1,nan,RAB14,IRS1,MAP2K1,MAP2K2,nan,nan,nan,CDC37,ITGAE,TSC1,nan,NRAS,RAB2A,IL3RA,CREB1,HSP90AA1,nan,IL2RB,nan,nan,nan,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,nan,TEK,ITGB3,ITGB4,ITGB5,nan,CREB3L2,SREBF1,ITGB7,IL6R,ANGPT1,ANGPT2,EFNA2,EFNA1,PDGFD,PPP2R3C,HSP90AB1,CDKN1B,CDKN1A,IL4R,ATF6B,nan,CASP9,MTOR,ATF2,ITGAV,TSC2,ITGAX,ITGB1,ITGB2,PTK2,EFNA5,EFNA4,EFNA3,TNR,TNXB,nan,PPP2R2B,COL4A4,nan,nan,COL4A2,FGF7,nan,COL4A1,nan,COL3A1,COL2A1,PPP2R1B,nan,nan,EGF,FGF2,COL1A2,FGF1,nan,COL1A1,IFNAR2,IFNAR1,IL7R,ITGB8,PPP2CA,PPP2CB,EGFR,nan,PPP2R1A,LPAR6,RAF1,FGFR4,FGFR2,FGFR3,COL6A2,FGFR1,COL5A2,PHLPP1,GSK3B,FGF14,FGF13,COL5A1,FGF12,COL4A6,LAMA2,FGF11,LAMA3,nan,nan,PPP2R3A,PIK3IP1,PPP2R5A,EPHA2,PPP2R5B,PPP2R5C,RELN,PPP2R5D,PPP2R5E,CREB5,RPS6KB2,RPS6KB1,EPAS1,nan,FGF22,LPAR3,IGF1R,RPS6,LAMB2,nan,LAMB3,EIF4B,LAMC1,F2R,nan,IGF1,LAMC2,PPP2R2D,LAMA4,LAMA5,EIF4EBP1,LAMB1,EIF4E,ITGA11,THBS1,THBS3,THBS2,STRADA,RAB11B,TNC,TBC1D1,EIF4E2,GNG12,VEGFD,SLC2A1,nan,SLC2A3,nan,FGF18,SLC2A4,RAB8A,nan,PRKAA1,PRKAA2,LINC02478,SOS1,MET,nan,HRAS,THBS4,LPAR5,nan,nan,nan,HSP90B1,KIT,PDGFC,ELAVL1,FGF17,FGF16,LPAR4,MLST8,PFKFB4,HIF3A,DDIT4,EPOR,AKT3,nan,CREB3,nan,PFKFB2,PFKFB3,COL5A3,CAB39,STK11,KITLG,NGFR,JAK1,JAK2,JAK3,NGF,MAPK1,MAPK3,PIK3R4,CREB3L1,nan,nan,GYS1,COL11A2,COL11A1,FOXA1,CREB3L4,AKT1,AKT2,PGF,KRAS,PELO,SPP1,VEGFA,nan,VEGFC,VEGFB,CSF3,BAD,CSF1R,GNG2,CSF1,GRB2,COMP,LAMC3,GNB4,LIPE,GNB1,LPAR2,CRTC2,nan,nan,ATF4,nan,ITGA8,IKBKG,ITGA10,nan",309,258,"GNG3,NOS2,PDGFRA,FLT4,KDR,IL3RA,TEK,ITGB4,ITGB7,IL6R,ANGPT1,EFNA5,COL4A4,COL3A1,COL2A1,COL1A2,FGFR4,FGFR2,COL4A6,LAMA2,RELN,THBS2,FGF17,FGF16,HIF3A,JAK3,ITGA10",27,0.08162882412301074
7,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,"IGF1R,CCND1,FOXM1,MYC,AJUBA,CDH1,RBX1,TAFAZZIN,LATS1,ITGA11,PDGFRA,SAV1,INSR,LINC02478,MET,CDH2,nan,LIN28B,HRAS,KIT,FLT4,nan,FLT1,PDGFRB,ITGA6,PRKAR1A,KDR,MST1,PLCB4,ITGA1,PRKAR1B,PAK1,PRKAR2A,ITGA2,CTNNA1,CDH12,CCN2,CDH10,NTRK1,nan,NTRK2,CDH8,nan,CDH6,DDB1,CDH5,CDH4,nan,PRKACA,PRKACB,nan,CDH11,PAK3,CUL4A,nan,nan,TEAD4,ITGAE,NF2,TEAD1,nan,NRAS,nan,TEAD3,nan,PAK2,NGFR,nan,nan,YY1AP1,CTNNB1,nan,CDH15,CDH13,PRKAR2B,ITGA2B,STK3,ITGA3,ITGA4,PAK4,ITGA5,ITGA7,TEK,ITGB3,ITGB4,TEAD2,AMOT,ITGB5,nan,ITGB7,CDH24,CDH22,LATS2,PPP1R14A,CD44,ITGAV,PPP1CB,PPP1CC,ITGAX,ITGB1,ITGB2,PTK2,PPP1R12A,KRAS,VGLL4,nan,nan,nan,CSF1R,ITGB8,EGFR,DCAF1,PPP1CA,FGFR4,FGFR2,FGFR3,FGFR1,ITGA8,ITGA10,EPHA2,nan,PAK6,CXCL10",123,104,"MYC,CDH1,PDGFRA,FLT4,KDR,CCN2,CDH10,TEK,ITGB4,ITGB7,CDH22,FGFR4,FGFR2,ITGA10",14,0.023295669384712066
8,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA,"ABL1,ABCB1,LYL1,PDGFRA,PIM2,SPRED2,PIM1,KIT,CSF1R,NOP2,MYC,CDKN1B,nan,FLT1,BCR,ABCG2,PDGFRB,SKP2,GAB2,FOXO3,GADD45A",21,20,"ABCB1,PDGFRA,MYC",3,0.07707973223125458
9,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_OSTEOBLAST_SIGNALING,"ITGB3,TNFSF11,PDGFB,PDGFRA,nan,TNFRSF11B,nan,nan,BGLAP,COL1A1,PDGFRB,ITGAV,PTH1R,nan",14,10,PDGFRA,1,0.19697929709119094
10,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_PATHWAYS_IN_CLEAR_CELL_RENAL_CELL_CARCINOMA,"SHMT2,TGFB3,nan,TPI1,ACLY,TSC1,DEPTOR,EP300,TGFB1,FASN,nan,TGFB2,SHMT1,ALDOC,KCNJ2,GPI,ENO3,nan,ENO2,CDH13,PFKP,KSR1,HIF1A,PGK1,PLOD2,PDGFB,nan,PDGFRA,HK2,HK1,BHLHE41,CREBBP,GAPDH,MTOR,SLC2A1,PGBD5,AKT1,ARNT,TSC2,CAMK1,SETD2,LDHD,VEGFA,BAP1,ME1,SDSL,ENPP3,STAT3,nan,MDH1,PSAT1,GRB10,LDHA,RPTOR,FLT1,PGM1,nan,PDGFRB,RHEB,PKM,SDS,ACACA,EGFR,CEP290,ACACB,KDM5C,RAPGEF5,MLST8,KDR,PFKL,PFKM,PBRM1,ENO1,SSPN,PHGDH,TOX2,PTEN,PGM2,LDHC,AKT1S1,ALDOA,nan,VHL,SQSTM1,PSPH,ZEB1,LDHB",87,80,"ALDOC,PDGFRA,LDHD,ME1,KDR,LDHC",6,0.4928508570618349
11,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_PATHWAYS_REGULATING_HIPPO_SIGNALING,"PRKD3,IGF1R,CDC42,CDH1,TAFAZZIN,LATS1,nan,PDGFRA,INSR,PRKAA1,PRKAA2,PRKAB1,MET,PRKAB2,CDH2,nan,KIT,FLT4,nan,FLT1,PDGFRB,PRKAG2,PRKAG1,PLCB2,SMAD2,PRKAR1A,PLCB3,SMAD3,KDR,PLCB4,MST1,PRKAR1B,PRKAR2A,CDH12,CDH10,NTRK1,nan,NTRK2,CDH8,RHOA,nan,CDH6,CDH5,CDH4,nan,PRKACA,PRKACB,nan,TCF7,TCF7L2,CDH11,PRKCD,PRKCE,PRKCG,PRKCH,PRKCI,TEAD4,NF2,TEAD1,TEAD3,NGFR,TCF7L1,nan,nan,YY1AP1,CTNNB1,nan,CDH15,CDH13,PRKAR2B,STK3,PRKCA,PRKCB,TEK,TEAD2,CDH24,CDH22,LATS2,PRKCZ,nan,LEF1,MTOR,PRKCQ,GNAI2,nan,GNA11,CSF1R,RAC1,EGFR,FGFR4,FGFR2,PLCB1,FGFR3,FGFR1,GNAS,GNAQ,GNAL,GNAI3,EPHA2",99,87,"CDH1,PDGFRA,FLT4,KDR,CDH10,TEK,CDH22,FGFR4,FGFR2",9,0.1784808142509831
12,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING,"TNF,FOS,HSP90AA1,MCL1,CCND1,BCL2L11,nan,BCL2,FAS,nan,BCL2L1,BID,TNFRSF1A,NFE2L2,TNFSF10,PDGFRA,JUNB,CDKN2A,IL6,CDKN1A,ATF2,BCL3,BMF,MAP3K5,JUN,TRAF2,TRAF6,TRAF5,FGF7,CCNA2,nan,MAPK14,BAK1,CCNE1,ELK1,MAPK8,HBEGF,EGFR,MAPK12,TP53,nan,BAX,MAP2K6,MAP2K7,MAPK11,MMP2,MAP2K4,MAPK13,CFLAR,MAP2K3,RB1",51,47,"FAS,PDGFRA",2,0.7559975802841299
13,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_PI3KAKT_SIGNALING_PATHWAY,"HGF,nan,GNGT2,nan,OSMR,GNG11,GNG10,MCL1,CCND1,GNG7,BCL2,GNG5,MYC,GNG4,BCL2L1,nan,PKN3,LAMA1,GNG3,GNB3,GNB2,nan,nan,MYB,FOXO3,RBL2,NOS3,VWF,nan,PDGFA,PDGFB,PDGFRA,PIK3AP1,nan,VTN,INSR,LPAR1,GHR,MDM2,nan,nan,FLT4,FLT3LG,RPTOR,nan,nan,FLT1,PDGFRB,RHEB,ITGA6,PIK3CG,PIK3R1,PIK3R2,KDR,RELA,ITGA1,nan,ITGA2,PHLPP2,IKBKB,PIK3CA,PIK3CB,PDPK1,PIK3CD,PTEN,nan,nan,FN1,nan,IRS1,MAP2K1,MAP2K2,nan,nan,CDC37,TSC1,NRAS,IL3RA,nan,CREB1,nan,HSP90AA1,nan,CDK6,nan,nan,IL2RB,nan,nan,CDK4,nan,nan,THEM4,CDK2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,nan,TEK,ITGB3,ITGB4,ITGB5,nan,CREB3L2,ITGB7,IL7,nan,nan,IL6R,ANGPT1,ANGPT2,EFNA2,EFNA1,PDGFD,nan,nan,PPP2R3C,IL6,nan,HSP90AB1,CDKN1B,nan,CDKN1A,CHUK,IL4R,nan,ATF6B,nan,CASP9,nan,nan,MTOR,ATF2,ITGAV,TSC2,ITGB1,PTK2,EFNA5,EFNA4,EFNA3,TNR,NFKB1,nan,PPP2R2A,TNXB,nan,PPP2R2B,COL4A4,nan,nan,nan,COL4A2,FGF7,nan,COL4A1,FGF5,COL2A1,PPP2R1B,nan,nan,EGF,FGF2,COL1A2,FGF1,nan,COL1A1,IFNAR2,IFNAR1,IL7R,ITGB8,PPP2CA,PPP2CB,RAC1,EGFR,nan,PPP2R1A,LPAR6,TP53,nan,RAF1,TGFA,COL9A1,FGFR4,FGFR2,COL6A3,FGFR3,COL6A2,FGFR1,COL6A1,PHLPP1,GSK3B,FGF14,FGF13,FGF12,COL4A6,LAMA2,FGF11,COL4A5,LAMA3,nan,nan,PPP2R3A,PPP2R5A,BDNF,EPHA2,PPP2R5B,PPP2R5C,RELN,PPP2R5D,PPP2R5E,CREB5,RPS6KB2,RPS6KB1,nan,FGF22,LPAR3,nan,IGF1R,RPS6,LAMB2,LAMB3,EIF4B,BCL2L11,LAMC1,F2R,nan,nan,IGF1,LAMC2,COL9A3,COL9A2,PPP2R2D,LAMA4,LAMA5,EIF4EBP1,LAMB1,EIF4E,ITGA11,THBS1,THBS3,G6PC3,THBS2,PPP2R3B,TNC,EIF4E2,GNG12,VEGFD,nan,FGF18,nan,PRKAA1,PRKAA2,LINC02478,SOS1,MET,nan,HRAS,THBS4,LPAR5,nan,nan,nan,HSP90B1,KIT,CCND2,PDGFC,nan,CCND3,NTF4,CCNE1,SGK2,FGF17,LPAR4,CCNE2,MLST8,SGK3,DDIT4,NTRK1,NTRK2,EPOR,AKT3,SOS2,nan,nan,CREB3,KITLG,STK11,PKN1,PKN2,nan,LAMB4,NGFR,JAK1,BRCA1,JAK2,JAK3,PRKCA,NGF,TLR4,MAPK1,MAPK3,CREB3L1,nan,TLR2,nan,GYS1,CREB3L4,AKT1,nan,AKT2,PCK2,PGF,KRAS,SPP1,VEGFA,nan,VEGFC,VEGFB,CSF3,nan,BAD,CSF1R,GNG2,CSF1,GRB2,COMP,LAMC3,GNB4,SGK1,PIK3R3,GNB1,LPAR2,nan,nan,nan,ATF4,nan,ITGA8,IKBKG,GNB5,ITGA10,nan,nan",345,269,"MYC,GNG3,PDGFRA,FLT4,KDR,IL3RA,TEK,ITGB4,ITGB7,IL6R,ANGPT1,EFNA5,COL4A4,COL2A1,COL1A2,FGFR4,FGFR2,COL6A3,COL4A6,LAMA2,RELN,COL9A3,THBS2,FGF17,JAK3,TLR2,ITGA10",27,0.11921685047998026
14,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_RAS_SIGNALING,"PTPN11,RASSF1,GNGT2,nan,nan,RALBP1,HTR7,GNG11,GNG10,RASAL2,IGF1R,GNG7,PLA2G12A,GNG5,GNG4,BCL2L1,nan,GNG3,GNB3,GNB2,PLA1A,nan,CDC42,RASSF5,RALA,SHC4,RALB,GAB1,RRAS2,SHC2,nan,nan,PDGFRA,nan,RGL1,GNG12,nan,RRAS,CALM1,INSR,nan,CALM2,CALM3,PLA2G6,SHOC2,nan,ABL1,SYNGAP1,nan,BRAP,PLA2G4A,ABL2,MET,SOS1,PLA2G5,HRAS,KIT,nan,FLT4,nan,FLT1,nan,PDGFRB,RASGRP2,PLA2G1B,PIK3R1,RAPGEF5,PIK3R2,KDR,RELA,PAK1,IKBKB,PIK3CA,nan,ARF6,PIK3CB,TIAM1,PIK3CD,NTRK1,NTRK2,RHOA,PLA2G4B,PRKACA,AKT3,KSR2,PRKACB,SOS2,nan,nan,MAPK9,MAPK10,RASGRP1,REL,MAP2K1,MAP2K2,PAK3,PRKCG,NRAS,nan,RASA4B,PAK2,NGFR,nan,RASGRP3,PLCG1,NF1,PLCG2,PLA2G4C,PRKCA,KSR1,PLD1,PRKCB,PLAAT3,STK4,PAK4,PLD2,GRIN2B,GRIN2A,LAT,nan,TEK,MAPK1,MAPK3,nan,RASAL3,RAP1A,EXOC2,CHUK,RAP1B,ETS2,ETS1,RGL2,AKT1,PLA2G3,SHC3,AKT2,TTBK1,RALGDS,RAB5A,KRAS,RAB5B,NFKB1,RAC2,RAC3,BAD,CSF1R,GNG2,GRB2,GNB4,ELK1,MRAS,AFDN,MAPK8,nan,RASA4,FOXO4,PIK3R3,RAB5C,RAC1,EGFR,CALML4,SHC1,nan,nan,RAF1,RIN1,GNB1,FGFR4,FGFR2,FGFR3,FGFR1,nan,RASA3,nan,PLCE1,GNB5,IKBKG,GAB2,RASA1,EPHA2,RASA2,RASGRF1,nan,RASGRF2,PAK6",185,158,"GNG3,PDGFRA,PLA2G5,FLT4,RASGRP2,KDR,MAPK10,RASA4B,RASGRP3,GRIN2B,TEK,RASAL3,FGFR4,FGFR2",14,0.3228026446558089
15,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_REGULATION_OF_ACTIN_CYTOSKELETON,"ARPC5,FGF22,F2R,nan,CDC42,BRK1,RRAS2,PDGFA,ROCK2,PDGFB,WAS,PDGFRA,nan,CFL2,CFL1,GNG12,PXN,RRAS,PIP4K2A,FGF18,NCKAP1,nan,WASF1,CD14,PIP4K2B,PIK3C2A,PIK3C2B,nan,PIK3C3,SOS1,PIP5K1A,nan,ROCK1,MYH10,ENAH,PDGFRB,FGF17,FGF16,PIP4K2C,IQGAP1,PIK3CG,PIK3R1,PIK3R2,RASSF7,TMSB4X,PAK1,ITGA1,ARHGEF1,nan,CHRM3,GIT1,PIK3CA,PIK3CB,PIK3CD,nan,nan,RHOA,DIAPH3,FN1,PIP5K1C,RDX,SOS2,nan,MSN,MYL3,MAP2K1,MAP2K2,MYLK,PAK3,NRAS,ARHGAP35,nan,PAK2,CYFIP2,BAIAP2,BRAF,SSH1,CHRM5,APC2,PFN1,SLC9A1,PAK4,MAPK1,MAPK3,PIK3R4,MAPK4,MAPK6,nan,APC,SSH3,ACTB,PTK2,PPP1R12A,KRAS,nan,BCAR1,ARHGEF4,RAC2,RAC3,nan,ABI2,ARHGEF7,nan,nan,FGF7,nan,FGF5,nan,GNA12,nan,nan,EGF,FGF2,FGF1,FGD1,CRK,DOCK1,MRAS,VCL,PIK3R3,ACTG1,GNA13,RAC1,EGFR,nan,PIP5KL1,EZR,ARHGEF6,WASF2,RAF1,FGFR4,FGFR2,FGFR3,FGFR1,FGF14,CSK,FGF13,FGF12,FGF11,nan,BDKRB1,BDKRB2,LIMK1,DIAPH1,SSH2,VIL1,nan,PAK6,GSN,ACTN1",150,128,"PDGFRA,FGF17,FGF16,FGFR4,FGFR2,GSN",6,0.9115425172432483
16,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY,"IL27RA,IL3RA,MAPK15,DEPTOR,OSMR,nan,IL2RB,SOCS3,F2RL2,nan,JAK1,JAK2,F2R,JAK3,PRKCB,TYK2,MAPK1,MAPK3,PDGFRA,IFNLR1,MAPK4,MAPK6,MAPK7,IL6ST,IL6R,CNTFR,STMN1,IL15RA,nan,CREBBP,MTOR,IL20RB,nan,IL20RA,PTPRD,SRC,F2RL3,nan,STAT3,RICTOR,GHR,IFNGR2,nan,IFNGR1,MAPK14,RPTOR,IFNAR2,IFNAR1,IL7R,PDGFRB,MAPK8,nan,TRIM28,CSF2RB,EGFR,LIFR,IL21R,nan,MAPK12,MLST8,IL12RB2,AGTR1,IL11RA,nan,DUSP2,CTF1,SETD7,AKT1S1,nan,IL10RB,nan,IL22RA1,nan,MAPKAP1,MAPK11,MAPK9,MAPK10,MAPK13,PIAS3",79,67,"IL27RA,IL3RA,JAK3,PDGFRA,IFNLR1,IL6R,IL20RA,CSF2RB,IL21R,IL12RB2,DUSP2,MAPK10",12,0.002912462947440917
17,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_SIGNALING_PATHWAYS_IN_GLIOBLASTOMA,"PRKCD,PRKCG,PRKCH,PRKCI,TSC1,NRAS,CDK6,EP300,nan,IGF1R,ATM,CDK4,CCND1,BRCA1,BRAF,CDK2,BRCA2,SPRY2,NF1,PLCG1,PRKCA,PLCG2,PRKCB,FOXO3,FOXO1,GAB1,MAPK1,MAPK3,PDGFRA,CDKN2C,CDKN2B,PRKCZ,CDKN2A,CDKN1B,CDKN1A,ARAF,PRKCQ,AKT1,TSC2,ERRFI1,AKT2,SRC,E2F1,KRAS,MSH6,MDM4,PIK3C2A,PIK3C2B,nan,MET,HRAS,MDM2,CCND2,GRB2,CCNE1,PDGFRB,FOXO4,EGFR,PIK3CG,PIK3R1,PIK3R2,TP53,RAF1,ERBB3,FGFR2,ERBB2,PIK3CA,FGFR1,PDPK1,PIK3CB,PIK3CD,PTEN,MAP2K5,MAP2K6,MAP2K7,AKT3,CBL,MAP2K4,IRS1,MAP2K1,MAP2K2,RB1,MAP2K3",83,81,"PDGFRA,FGFR2",2,0.9679479171429113
18,ENSG00000133067,LGR6,59352,2.2882588,5.337060866413585e-06,0.00017323558248702475,2,WP_GPCRS_OTHER,"nan,CELSR1,nan,ADGRE2,SSTR2,HTR7,nan,ADRB2,LTB4R2,F2R,nan,nan,C5AR2,ADGRL3,nan,nan,nan,nan,DRD4,nan,NTSR1,nan,PTGFR,nan,P2RY11,VN1R1,nan,nan,EDNRA,nan,nan,GRM1,nan,nan,CNR1,nan,nan,GRM8,GPR84,nan,S1PR1,GPR143,ADGRG1,nan,ALG6,nan,OR1F1,nan,nan,GPR183,ADGRL2,GHRHR,nan,nan,nan,nan,SMO,nan,nan,CELSR2,CELSR3,ADORA2A,nan,nan,nan,nan,GPR17,nan,OR2B6,ADGRF5,nan,GPR176,OR10A2,GRPR,nan,GPR135,nan,LGR6,GPR132,CHRM3,GPR162,GPR55,ADORA3,nan,GPR62,nan,GPR83,nan,nan,nan,ADRA1D,ACKR1,ADGRV1,nan",94,49,"CELSR1,ADGRE2,C5AR2,ADGRL3,GRM1,GPR143,OR10A2,LGR6,GPR62,ACKR1,ADGRV1",11,0.0004905832802028473
19,ENSG00000171051,FPR1,2357,2.0695922,3.747729523175434e-08,2.7980767465547393e-06,1,WP_GPCRS_CLASS_A_RHODOPSINLIKE,"OXTR,nan,nan,nan,P2RY6,P2RY11,nan,nan,EDNRA,CCR1,nan,P2RY1,P2RY2,TBXA2R,GPR87,nan,nan,OR1F1,nan,nan,LTB4R,nan,CMKLR1,SUCNR1,nan,nan,nan,nan,nan,nan,EDNRB,ACKR2,nan,ADORA1,ADORA2A,CCR7,CCR6,ADORA2B,nan,nan,nan,nan,OPRD1,nan,OPRL1,nan,nan,nan,nan,CHRM3,ADORA3,nan,GPR83,nan,nan,nan,nan,ADRA1D,ADRA1B,nan,nan,ACKR4,nan,PTAFR,NPFFR2,GPR171,nan,nan,nan,ADRB1,PTGIR,ADRB2,nan,GALR1,CHRM5,PTGER1,PTGER2,nan,NPY1R,PTGER4,nan,nan,nan,DRD4,nan,NPY5R,DRD2,PTGFR,C3AR1,nan,nan,nan,nan,nan,nan,FPR2,nan,CNR1,FPR1,GPR68,nan,nan,nan,OR6A2,nan,nan,nan,nan,nan,nan,nan,GRPR,GALR3,nan,LPAR6,nan,nan,OPN3,HTR1D,HTR1B,nan,AGTR1,nan,APLNR,nan,nan,BDKRB1,BDKRB2,nan,nan,nan,SSTR1,nan,nan,SSTR2,HTR7,nan,nan,F2RL2,F2RL1,nan,nan,F2R,nan,GPR75,HTR2B,nan,nan,nan,nan,nan,GPR4,GPR3,CCR10,CMKLR2,nan,nan,nan,CXCR4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GALR2,nan,nan,F2RL3,nan,nan,LPAR5,nan,nan,nan,ACKR3,nan,nan,nan,GPR19,nan,GPR17,nan,nan,nan,LPAR4,nan,nan,nan,GPR161,HRH2,nan,nan,nan,nan,GPER1,HRH1,nan,GPR27,nan,GPR35,nan,nan,nan,nan,nan,nan,nan,GPR39,nan,nan,C5AR2,GPR37,nan,RRH,nan,nan,NTSR1,GPR63,CCRL2,MAS1,nan,nan,nan,nan,nan,GPR85,GPR173,MC1R,nan,nan,GPR37L1,nan,HCRTR1,nan,nan,nan,nan,nan,OR2B6,nan,nan,nan,nan,nan,RABGAP1,GPR52,nan,nan,nan,nan,nan",258,102,"CMKLR1,CCR7,OPRL1,ADRA1B,PTAFR,ADRB1,PTGER1,PTGER4,NPY5R,FPR1,OR6A2,HTR1B,SSTR1,HTR2B,C5AR2,GPR37,GPR52",17,0.0015981992649360655
20,ENSG00000171051,FPR1,2357,2.0695922,3.747729523175434e-08,2.7980767465547393e-06,1,WP_HUMAN_COMPLEMENT_SYSTEM,"nan,nan,CD46,nan,LAMC1,CSNK1A1,nan,LAMA5,LAMB1,THBS1,WAS,nan,SELE,FKBP2,nan,nan,F12,TXN,nan,F10,CD93,VTN,ARRB2,ICAM2,ICAM1,nan,nan,DCN,ADM,KLKB1,nan,nan,SELP,CALR,SELL,SELPLG,nan,nan,ITGA2,nan,nan,nan,CFI,CRP,nan,PRKACA,PLAUR,C1QBP,nan,nan,nan,nan,C5AR2,SERPING1,ITGA2B,PRKCA,CLEC4M,C1R,C1S,CD40,C2,C3,C3AR1,ITGB3,CFP,nan,TLR2,MASP2,FPR1,nan,nan,nan,PRNP,CD59,ITGAX,C5,ITGB2,C5AR1,PROS1,nan,nan,SPP1,LRP2,GNAI2,nan,nan,CFD,nan,APOA1,nan,C9,GNA15,RPS19,CFH,PTX3,GNAI3,MASP1,CFB,CD55",99,67,"F10,DCN,SELP,CRP,C5AR2,C2,C3,TLR2,FPR1,GNA15",10,0.020391659181741906
21,ENSG00000171051,FPR1,2357,2.0695922,3.747729523175434e-08,2.7980767465547393e-06,1,WP_PEPTIDE_GPCRS,"nan,OXTR,nan,SSTR1,nan,nan,SSTR2,nan,nan,nan,nan,GALR1,TACR2,NPY1R,nan,TACR1,nan,NPY5R,CCR10,NTSR1,C3AR1,nan,nan,EDNRA,CXCR4,CCR1,nan,nan,nan,FPR2,nan,FPR1,nan,nan,nan,nan,nan,GALR2,nan,C5AR1,MC1R,nan,nan,nan,nan,HCRTR1,EDNRB,nan,nan,CCR7,nan,CCR6,nan,nan,nan,nan,ATP8A1,nan,OPRD1,nan,OPRL1,nan,GRPR,nan,GALR3,AGTR1,nan,nan,nan,nan,ACKR1,BDKRB1,BDKRB2,nan,nan",75,32,"SSTR1,TACR2,NPY5R,FPR1,CCR7,OPRL1,ACKR1",7,0.0036670103077560824
22,ENSG00000160867,FGFR4,2264,1.9360939,8.057715912450049e-08,5.266348064568392e-06,4,WP_BILE_ACIDS_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION,"ABCG8,nan,nan,MAPK1,MAPK3,nan,nan,nan,FGFR4,nan,FXR1,LDLR,ABCB11",13,7,"FGFR4,ABCB11",2,0.015204713174684446
23,ENSG00000160867,FGFR4,2264,1.9360939,8.057715912450049e-08,5.266348064568392e-06,4,WP_ESC_PLURIPOTENCY_PATHWAYS,"PTPN11,nan,ACTR2,FGF22,DVL1,ACVR1,DVL3,GAB1,DVL2,PDGFA,PDGFB,nan,PDGFRA,WNT4,ARAF,FGF18,nan,SOS1,AXIN1,STAT3,ERAS,HRAS,NOG,MDM2,nan,nan,BMP4,BMPR1A,FZD5,FZD3,PDGFRB,BMPR1B,BMPR2,FGF17,FGF16,WNT3,FZD1,FZD4,nan,SMAD1,PIK3R2,WNT6,WNT5A,FZD8,WNT7B,MAPK12,WNT7A,FZD9,SMAD4,FZD6,FZD7,WNT1,PIK3CD,MAP2K5,PTEN,MAP2K6,AKT3,SELENOP,MAP2K1,MAP2K2,MAP2K3,nan,FOS,SMAD5,SMAD6,WNT10B,SMAD7,SMAD9,WNT2B,WNT11,JAK1,BRAF,CTNNB1,WNT10A,MAPK1,MAPK4,MAPK6,MAPK7,IL6ST,APC,MTOR,AKT1,AKT2,JUN,nan,nan,nan,FGF7,nan,FGF5,nan,nan,nan,GRB2,FGF2,EGF,FGF1,ELK1,LIF,EGFR,LIFR,nan,LRP6,LRP5,nan,RAF1,FGFR4,FGFR2,FGFR3,FGFR1,GSK3B,WNT5B,FZD2,FGF14,FGF13,FGF12,FGF11,nan",118,101,"PDGFRA,FGF17,FGF16,WNT6,FGFR4,FGFR2",6,0.737081890150699
